instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,rental_category,temp_category,wind_category,day_category
10203,2012-03-06,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,Very Low,Cold,Light,Weekday
10204,2012-03-06,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25,Low,Cold,Light,Weekday
10205,2012-03-06,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102,Medium,Cold,Light,Weekday
10206,2012-03-06,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,Medium,Cold,Light,Weekday
10207,2012-03-06,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501,High,Cold,Light,Weekday
10208,2012-03-06,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0.0,11,222,233,Medium,Cool,Calm,Weekday
10209,2012-03-06,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0.0,16,113,129,Medium,Cool,Calm,Weekday
10210,2012-03-06,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130,Medium,Cool,Light,Weekday
10211,2012-03-06,1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138,Medium,Cool,Light,Weekday
10212,2012-03-06,1,1,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164,Medium,Cool,Light,Weekday
10213,2012-03-06,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136,Medium,Cool,Light,Weekday
10214,2012-03-06,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166,Medium,Cool,Light,Weekday
10215,2012-03-06,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250,Medium,Cool,Light,Weekday
10216,2012-03-06,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446,High,Cool,Light,Weekday
10217,2012-03-06,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457,High,Cool,Moderate,Weekday
10218,2012-03-06,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,Medium,Cool,Light,Weekday
10219,2012-03-06,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187,Medium,Cool,Light,Weekday
10220,2012-03-06,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,Medium,Cool,Light,Weekday
10221,2012-03-06,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106,Medium,Cool,Light,Weekday
10222,2012-03-06,1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54,Low,Cool,Light,Weekday
10223,2012-03-07,1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15,Very Low,Cool,Light,Weekday
10224,2012-03-07,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5,Very Low,Cool,Light,Weekday
10225,2012-03-07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4,Very Low,Cool,Light,Weekday
10226,2012-03-07,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3,Very Low,Cool,Moderate,Weekday
10227,2012-03-07,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3,Very Low,Cool,Moderate,Weekday
10228,2012-03-07,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18,Very Low,Cool,Light,Weekday
10229,2012-03-07,1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108,Medium,Cool,Moderate,Weekday
10230,2012-03-07,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344,High,Cool,Moderate,Weekday
10231,2012-03-07,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566,High,Cool,Light,Weekday
10232,2012-03-07,1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264,Medium,Cool,Moderate,Weekday
10233,2012-03-07,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147,Medium,Cool,Light,Weekday
10234,2012-03-07,1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161,Medium,Mild,Light,Weekday
10235,2012-03-07,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,Medium,Mild,Moderate,Weekday
10236,2012-03-07,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205,Medium,Mild,Moderate,Weekday
10237,2012-03-07,1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175,Medium,Mild,Moderate,Weekday
10238,2012-03-07,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209,Medium,Mild,Moderate,Weekday
10239,2012-03-07,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288,Medium,Mild,Moderate,Weekday
10240,2012-03-07,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612,Very High,Mild,Moderate,Weekday
10241,2012-03-07,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544,High,Mild,Moderate,Weekday
10242,2012-03-07,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361,High,Mild,Moderate,Weekday
10243,2012-03-07,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260,Medium,Mild,Light,Weekday
10244,2012-03-07,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188,Medium,Mild,Light,Weekday
10245,2012-03-07,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159,Medium,Mild,Light,Weekday
10246,2012-03-07,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62,Low,Mild,Moderate,Weekday
10247,2012-03-08,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46,Low,Mild,Moderate,Weekday
10248,2012-03-08,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21,Low,Mild,Moderate,Weekday
10249,2012-03-08,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11,Very Low,Mild,Moderate,Weekday
10250,2012-03-08,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3,Very Low,Mild,Moderate,Weekday
10251,2012-03-08,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2,Very Low,Mild,Light,Weekday
10252,2012-03-08,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29,Low,Mild,Light,Weekday
10253,2012-03-08,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109,Medium,Mild,Light,Weekday
10254,2012-03-08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334,High,Mild,Moderate,Weekday
10255,2012-03-08,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585,High,Mild,Moderate,Weekday
10256,2012-03-08,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301,High,Mild,Moderate,Weekday
10257,2012-03-08,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,Medium,Mild,Moderate,Weekday
10258,2012-03-08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204,Medium,Mild,Moderate,Weekday
10259,2012-03-08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251,Medium,Mild,Moderate,Weekday
10260,2012-03-08,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,Medium,Mild,Strong,Weekday
10261,2012-03-08,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,Medium,Warm,Strong,Weekday
10262,2012-03-08,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,Medium,Warm,Strong,Weekday
10263,2012-03-08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342,High,Warm,Strong,Weekday
10264,2012-03-08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597,High,Warm,Strong,Weekday
10265,2012-03-08,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,High,Warm,Strong,Weekday
10266,2012-03-08,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416,High,Mild,Moderate,Weekday
10267,2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,High,Mild,Moderate,Weekday
10268,2012-03-08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,Medium,Mild,Moderate,Weekday
10269,2012-03-08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,Medium,Mild,Moderate,Weekday
10270,2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,Low,Mild,Moderate,Weekday
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,Low,Mild,Moderate,Weekend
10272,2012-03-09,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,Low,Mild,Moderate,Weekend
10273,2012-03-09,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,Very Low,Mild,Moderate,Weekend
10274,2012-03-09,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,Very Low,Mild,Strong,Weekend
10275,2012-03-09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,Very Low,Cool,Light,Weekend
10276,2012-03-09,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,Low,Cool,Light,Weekend
10277,2012-03-09,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,Low,Cool,Moderate,Weekend
10278,2012-03-09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,Medium,Cool,Light,Weekend
10279,2012-03-09,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,High,Cool,Strong,Weekend
10280,2012-03-09,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,Medium,Cool,Strong,Weekend
10281,2012-03-09,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,Medium,Cool,Moderate,Weekend
10282,2012-03-09,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,Medium,Cool,Moderate,Weekend
10283,2012-03-09,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,Medium,Cool,Moderate,Weekend
10284,2012-03-09,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,Medium,Cool,Moderate,Weekend
10285,2012-03-09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,Medium,Mild,Moderate,Weekend
10286,2012-03-09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,Medium,Mild,Light,Weekend
10287,2012-03-09,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,High,Mild,Moderate,Weekend
10288,2012-03-09,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,High,Mild,Moderate,Weekend
10289,2012-03-09,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,High,Mild,Strong,Weekend
10290,2012-03-09,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,Medium,Mild,Strong,Weekend
10291,2012-03-09,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,Medium,Cool,Moderate,Weekend
10292,2012-03-09,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,Medium,Cool,Moderate,Weekend
10293,2012-03-09,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,Medium,Cool,Moderate,Weekend
10294,2012-03-09,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,Low,Cool,Light,Weekend
10295,2012-03-10,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,Low,Cool,Moderate,Weekend
10296,2012-03-10,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,Low,Cool,Light,Weekend
10297,2012-03-10,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,Low,Cool,Light,Weekend
10298,2012-03-10,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,Very Low,Cool,Light,Weekend
10299,2012-03-10,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,Very Low,Cool,Moderate,Weekend
10300,2012-03-10,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,Very Low,Cool,Light,Weekend
10301,2012-03-10,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,Very Low,Cool,Light,Weekend
10302,2012-03-10,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,Low,Cool,Light,Weekend
10303,2012-03-10,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,Medium,Cool,Light,Weekend
10304,2012-03-10,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,Medium,Cool,Moderate,Weekend
10305,2012-03-10,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,Medium,Cool,Moderate,Weekend
10306,2012-03-10,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,Medium,Cool,Moderate,Weekend
10307,2012-03-10,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,High,Cool,Moderate,Weekend
10308,2012-03-10,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,High,Cool,Light,Weekend
10309,2012-03-10,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,High,Cool,Light,Weekend
10310,2012-03-10,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406,High,Cool,Calm,Weekend
10311,2012-03-10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390,High,Cool,Calm,Weekend
10312,2012-03-10,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354,High,Cool,Calm,Weekend
10313,2012-03-10,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,Medium,Cool,Calm,Weekend
10314,2012-03-10,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184,Medium,Cool,Calm,Weekend
10315,2012-03-10,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,Medium,Cool,Light,Weekend
10316,2012-03-10,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,Medium,Cool,Light,Weekend
10317,2012-03-10,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,Low,Cool,Light,Weekend
10318,2012-03-10,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,Low,Cool,Light,Weekend
10319,2012-03-11,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,Low,Cool,Calm,Weekday
10320,2012-03-11,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,Low,Cool,Light,Weekday
10321,2012-03-11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,Low,Cool,Light,Weekday
10322,2012-03-11,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22,Low,Cool,Light,Weekday
10323,2012-03-11,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7,Very Low,Cool,Light,Weekday
10324,2012-03-11,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10,Very Low,Cool,Light,Weekday
10325,2012-03-11,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,Very Low,Cool,Light,Weekday
10326,2012-03-11,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72,Low,Cool,Light,Weekday
10327,2012-03-11,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90,Low,Cool,Light,Weekday
10328,2012-03-11,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218,Medium,Cool,Light,Weekday
10329,2012-03-11,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,Medium,Cool,Light,Weekday
10330,2012-03-11,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,High,Cool,Light,Weekday
10331,2012-03-11,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464,High,Mild,Light,Weekday
10332,2012-03-11,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501,High,Mild,Light,Weekday
10333,2012-03-11,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487,High,Mild,Light,Weekday
10334,2012-03-11,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509,High,Mild,Moderate,Weekday
10335,2012-03-11,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498,High,Mild,Light,Weekday
10336,2012-03-11,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389,High,Mild,Light,Weekday
10337,2012-03-11,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258,Medium,Mild,Light,Weekday
10338,2012-03-11,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171,Medium,Mild,Light,Weekday
10339,2012-03-11,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,Medium,Mild,Light,Weekday
10340,2012-03-11,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,Low,Cool,Light,Weekday
10341,2012-03-11,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,Low,Cool,Light,Weekday
10342,2012-03-12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,Low,Cool,Light,Weekday
10343,2012-03-12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,Very Low,Cool,Light,Weekday
10344,2012-03-12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,Very Low,Cool,Light,Weekday
10345,2012-03-12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,Very Low,Cool,Light,Weekday
10346,2012-03-12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,Very Low,Cool,Light,Weekday
10347,2012-03-12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,Very Low,Cool,Light,Weekday
10348,2012-03-12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,Low,Cool,Light,Weekday
10349,2012-03-12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,Medium,Cool,Light,Weekday
10350,2012-03-12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,High,Cool,Light,Weekday
10351,2012-03-12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,Medium,Cool,Light,Weekday
10352,2012-03-12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,Medium,Cool,Light,Weekday
10353,2012-03-12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,Medium,Mild,Light,Weekday
10354,2012-03-12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,Medium,Mild,Light,Weekday
10355,2012-03-12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,Medium,Mild,Light,Weekday
10356,2012-03-12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,Medium,Mild,Light,Weekday
10357,2012-03-12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,Medium,Mild,Light,Weekday
10358,2012-03-12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,High,Warm,Moderate,Weekday
10359,2012-03-12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,Very High,Warm,Moderate,Weekday
10360,2012-03-12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,Very High,Mild,Light,Weekday
10361,2012-03-12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,High,Mild,Light,Weekday
10362,2012-03-12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,Medium,Mild,Light,Weekday
10363,2012-03-12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,Medium,Mild,Light,Weekday
10364,2012-03-12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,Medium,Mild,Light,Weekday
10365,2012-03-12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,Low,Mild,Light,Weekday
10366,2012-03-13,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,Low,Mild,Light,Weekday
10367,2012-03-13,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,Very Low,Mild,Light,Weekday
10368,2012-03-13,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,Very Low,Mild,Light,Weekday
10369,2012-03-13,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,Very Low,Mild,Light,Weekday
10370,2012-03-13,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,Very Low,Mild,Light,Weekday
10371,2012-03-13,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,Low,Mild,Light,Weekday
10372,2012-03-13,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,Medium,Mild,Light,Weekday
10373,2012-03-13,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,High,Mild,Light,Weekday
10374,2012-03-13,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,High,Mild,Light,Weekday
10375,2012-03-13,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342,High,Mild,Light,Weekday
10376,2012-03-13,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143,Medium,Mild,Light,Weekday
10377,2012-03-13,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219,Medium,Mild,Light,Weekday
10378,2012-03-13,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244,Medium,Mild,Light,Weekday
10379,2012-03-13,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233,Medium,Mild,Moderate,Weekday
10380,2012-03-13,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212,Medium,Warm,Moderate,Weekday
10381,2012-03-13,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264,Medium,Warm,Light,Weekday
10382,2012-03-13,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365,High,Warm,Moderate,Weekday
10383,2012-03-13,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676,Very High,Warm,Light,Weekday
10384,2012-03-13,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734,Very High,Warm,Light,Weekday
10385,2012-03-13,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479,High,Warm,Light,Weekday
10386,2012-03-13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351,High,Mild,Light,Weekday
10387,2012-03-13,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244,Medium,Mild,Light,Weekday
10388,2012-03-13,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170,Medium,Mild,Calm,Weekday
10389,2012-03-13,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87,Low,Mild,Light,Weekday
10390,2012-03-14,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39,Low,Mild,Light,Weekday
10391,2012-03-14,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27,Low,Mild,Calm,Weekday
10392,2012-03-14,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2,Very Low,Mild,Light,Weekday
10393,2012-03-14,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4,Very Low,Mild,Light,Weekday
10394,2012-03-14,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5,Very Low,Mild,Calm,Weekday
10395,2012-03-14,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27,Low,Mild,Light,Weekday
10396,2012-03-14,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121,Medium,Mild,Calm,Weekday
10397,2012-03-14,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368,High,Mild,Light,Weekday
10398,2012-03-14,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662,Very High,Mild,Calm,Weekday
10399,2012-03-14,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351,High,Mild,Calm,Weekday
10400,2012-03-14,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188,Medium,Mild,Light,Weekday
10401,2012-03-14,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220,Medium,Warm,Light,Weekday
10402,2012-03-14,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267,Medium,Warm,Calm,Weekday
10403,2012-03-14,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254,Medium,Warm,Light,Weekday
10404,2012-03-14,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224,Medium,Warm,Moderate,Weekday
10405,2012-03-14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283,Medium,Warm,Calm,Weekday
10406,2012-03-14,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,High,Warm,Light,Weekday
10407,2012-03-14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,Very High,Warm,Calm,Weekday
10408,2012-03-14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749,Very High,Warm,Calm,Weekday
10409,2012-03-14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,High,Warm,Light,Weekday
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,High,Warm,Light,Weekday
10411,2012-03-14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,Medium,Mild,Calm,Weekday
10412,2012-03-14,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,Medium,Mild,Light,Weekday
